 Name SpType Teff e_Teff log(g) e_log(g) [Fe/H] e_[Fe/H]
822 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/167771.txt "O8/O9       " 37002 " 884" " 3.59" " 0.05" " 0.12" 0.05
823 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/168009.txt "G2V         " " 5797" "  30" " 4.26" " 0.06" " 0.00" 0.05
824 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/168092.txt "F1V         " " 7014" "  49" " 4.07" " 0.05" -0.12 0.06
825 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/168151.txt "F5V         " " 6450" "  37" " 4.18" " 0.05" -0.34 0.05
826 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/168199.txt "B5V         " 16479 " 318" " 3.80" " 0.10" -0.04 0.09
827 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/168270.txt "B9V         " 10699 " 151" " 3.97" " 0.06" -0.07 0.08
828 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/168322.txt "G8.5IIIb    " " 4802" "  29" " 2.49" " 0.09" -0.45 0.07
829 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/168656.txt "G8III       " " 5062" "  48" " 2.71" " 0.12" -0.11 0.11
830 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/168720.txt "M0III       " " 3789" "   6" " 1.56" " 0.09" " 0.00" 0.03
831 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/168723.txt "K0III-IV    " " 4927" "  24" " 3.01" " 0.07" -0.26 0.05
832 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/168775.txt "K2III       " " 4611" "  21" " 2.43" " 0.07" " 0.12" 0.05
113 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/16895.txt "F7V         " " 6247" "  35" " 4.21" " 0.06" -0.04 0.05
833 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/169191.txt "K3III       " " 4377" "  22" " 2.15" " 0.10" -0.18 0.06
834 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/169305.txt "M2III       " " 3641" "   6" " 1.12" " 0.10" -0.08 0.04
835 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/169414.txt "K2III       " " 4475" "  19" " 2.62" " 0.08" -0.11 0.04
836 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/169578.txt "B9V         " 11551 " 199" " 4.07" " 0.08" " 0.07" 0.1
837 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/170693.txt "K1.5III     " " 4446" "  25" " 2.22" " 0.10" -0.42 0.06
114 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/17081.txt "B7IV        " 12678 " 164" " 4.12" " 0.05" " 0.24" 0.07
838 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/171301.txt "B8IV        " 11752 " 142" " 4.08" " 0.04" " 0.05" 0.07
839 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/171391.txt "G8III       " " 5096" "  29" " 2.85" " 0.07" -0.03 0.06
840 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/171406.txt "B4Ve        " 15278 " 270" " 3.77" " 0.13" -0.05 0.11
841 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/172365.txt "F8Ib-II     " " 5992" "  35" " 1.37" " 0.06" " 0.12" 0.06
842 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/172569.txt "F0V         " " 7317" "  55" " 4.02" " 0.06" " 0.10" 0.06
843 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/172816.txt "M4III       " " 3155" "  12" " 0.14" " 0.24" -0.44 1.35
844 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/172958.txt "B8V         " 11251 " 199" " 3.96" " 0.10" -0.05 0.11
845 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/173087.txt "B5V         " 16182 " 330" " 3.76" " 0.08" -0.07 0.07
846 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/173399.txt "G5IV        " " 5082" "  27" " 3.15" " 0.07" -0.26 0.06
847 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/173495.txt "A1V+...     " " 9218" " 185" " 3.84" " 0.10" -0.37 0.12
115 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/17361.txt "K1.5III     " " 4670" "  20" " 2.64" " 0.07" " 0.05" 0.04
848 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/173667.txt "F6V         " " 6403" "  29" " 4.05" " 0.04" -0.03 0.04
116 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/17378.txt "A5Ia        " " 8473" "  43" " 1.20" " 0.03" " 0.05" 0.06
849 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/173780.txt "K3III       " " 4468" "  19" " 2.42" " 0.08" -0.04 0.05
850 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/173936.txt "B6V         " 14524 " 250" " 3.81" " 0.08" -0.04 0.08
117 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/17463.txt "F5Ib...     " " 6919" "  50" " 3.16" " 0.08" " 0.31" 0.05
851 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/174959.txt "B6IV        " 14832 " 231" " 3.75" " 0.06" " 0.04" 0.06
118 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/17506.txt "K3Ib...     " " 4200" "  73" " 1.03" " 0.31" " 0.08" 0.17
852 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/175156.txt "B3II        " 17271 " 454" " 3.09" " 0.09" " 0.07" 0.06
853 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/175306.txt "G9IIIb      " " 4470" "  26" " 1.92" " 0.10" -0.48 0.07
854 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/175317.txt "F5/F6IV/V   " " 6479" "  48" " 4.09" " 0.07" " 0.01" 0.06
855 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/175426.txt "B2.5V       " 17997 " 337" " 3.81" " 0.07" -0.05 0.06
119 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/17548.txt "F8          " " 5990" "  27" " 4.24" " 0.05" -0.59 0.05
856 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/175535.txt "G7IIIa      " " 5143" "  43" " 2.74" " 0.11" -0.03 0.1
857 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/175545.txt "K2III       " " 4511" "  20" " 2.92" " 0.07" " 0.11" 0.04
858 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/175588.txt "M4II        " " 3333" "   7" " 0.48" " 0.11" -0.04 0.05
859 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/175640.txt "B9III       " 11515 " 179" " 4.02" " 0.06" " 0.18" 0.08
860 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/175743.txt "K1III       " " 4708" "  28" " 2.64" " 0.09" " 0.03" 0.06
861 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/175751.txt "K2III       " " 4749" "  26" " 2.66" " 0.08" " 0.02" 0.06
862 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/176301.txt "B7III-IV    " 14428 " 265" " 3.75" " 0.10" " 0.14" 0.09
863 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/176318.txt "B7IV        " 13657 " 273" " 3.70" " 0.16" " 0.12" 0.14
864 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/176411.txt "K1III       " " 4741" "  30" " 2.69" " 0.09" " 0.13" 0.06
865 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/176437.txt "B9III       " 11163 " 170" " 4.06" " 0.06" " 0.15" 0.09
866 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/176582.txt "B5IV        " 16308 " 303" " 3.61" " 0.09" " 0.10" 0.08
867 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/176819.txt "B2IV-V      " 20461 " 632" " 3.80" " 0.09" -0.05 0.07
868 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/177178.txt "A4V         " " 7854" "  55" " 3.99" " 0.06" -0.15 0.07
869 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/177196.txt "A7V         " " 7801" "  49" " 3.97" " 0.05" -0.11 0.06
870 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/177249.txt "G5.5IIb     " " 5238" "  30" " 2.48" " 0.07" -0.03 0.07
871 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/177724.txt "A0Vn        " " 9975" " 242" " 3.85" " 0.13" -0.52 0.16
872 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/177756.txt "B9Vn        " 11239 " 182" " 3.89" " 0.10" -0.08 0.11
873 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/177817.txt "B7V         " 12786 " 201" " 4.14" " 0.07" " 0.16" 0.08
874 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/177940.txt "M7IIIevar   " " 3092" "  23" " 0.59" " 0.54" -1.00 0.0
875 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/178125.txt "B8III       " 12287 " 163" " 4.18" " 0.05" " 0.13" 0.08
876 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/178187.txt "A4III       " " 8176" "  63" " 3.77" " 0.07" -0.03 0.06
877 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/178266.txt "K5          " " 4381" "  34" " 2.68" " 0.15" " 0.10" 0.08
878 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/178329.txt "B3V         " 17571 " 399" " 3.78" " 0.07" -0.05 0.05
879 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/178717.txt "K3.5III:    " " 4071" "  37" " 1.13" " 0.25" -0.13 0.12
120 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/17925.txt "K1V         " " 5174" "  25" " 4.63" " 0.05" " 0.16" 0.05
880 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/179588.txt "B9IV        " 11165 " 225" " 4.05" " 0.06" " 0.00" 0.1
881 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/179761.txt "B8II-III    " 14325 " 254" " 3.66" " 0.07" " 0.14" 0.07
882 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/180006.txt "G8III       " " 4996" "  27" " 2.73" " 0.07" " 0.17" 0.06
883 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/180028.txt "F6Ib        " " 6287" "  38" " 1.65" " 0.07" " 0.14" 0.07
884 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/180163.txt "B2.5IV      " 18946 " 401" " 3.69" " 0.06" " 0.02" 0.04
885 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/180554.txt "B4IV        " 16787 " 287" " 3.74" " 0.07" " 0.00" 0.06
886 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/180610.txt "K2III       " " 4539" "  20" " 2.79" " 0.07" " 0.06" 0.04
887 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/180711.txt "G9III       " " 4872" "  25" " 2.61" " 0.07" -0.17 0.06
888 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/180890.txt "G5          " " 5580" "  28" " 4.40" " 0.06" " 0.20" 0.05
889 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/180928.txt "K4III       " " 4074" "  16" " 2.04" " 0.12" -0.57 0.07
890 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/180968.txt "B0.5IV      " 24093 1595 " 3.44" " 0.11" -0.08 0.1
891 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/181096.txt "F6IV:       " " 6318" "  34" " 4.03" " 0.05" -0.20 0.05
892 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/181276.txt "G9III       " " 5012" "  25" " 2.87" " 0.06" " 0.04" 0.05
893 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/182293.txt "K3IVp       " " 4445" "  20" " 2.89" " 0.08" " 0.01" 0.05
894 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/182490.txt "A2III-IV    " " 8548" "  92" " 3.69" " 0.10" " 0.05" 0.07
895 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/182568.txt "B3IV        " 18634 " 345" " 3.72" " 0.08" " 0.00" 0.05
896 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/182572.txt "G8IV...     " " 5542" "  30" " 4.03" " 0.06" " 0.37" 0.05
897 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/182761.txt "A0V         " " 9806" " 213" " 3.83" " 0.12" -0.44 0.14
898 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/182762.txt "K0III       " " 4894" "  37" " 2.63" " 0.10" -0.10 0.08
121 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/18296.txt "B9p...      " 12326 " 197" " 4.02" " 0.11" " 0.90" 0.08
899 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/183085.txt "F0          " " 7138" "  45" " 3.93" " 0.06" -0.11 0.06
900 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/183144.txt "B4III       " 16482 " 300" " 3.77" " 0.12" " 0.06" 0.09
122 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/18322.txt "K1III       " " 4642" "  20" " 2.58" " 0.07" -0.12 0.04
901 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/183324.txt "A0V         " 10300 "    " " 4.17" "     " -1.22 
902 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/184266.txt "F2V         " " 6014" "  53" " 3.72" " 0.10" -1.03 0.1
903 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/184406.txt "K3IIIb      " " 4428" "  19" " 2.83" " 0.08" " 0.04" 0.05
123 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/18449.txt "K2III       " " 4403" "  22" " 2.21" " 0.10" -0.12 0.06
904 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/184499.txt "G0V         " " 5762" "  34" " 4.13" " 0.07" -0.54 0.06
124 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/18474.txt "G5:III...   " " 5038" "  49" " 2.59" " 0.14" -0.28 0.13
905 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/184875.txt "A2V         " " 8933" "  83" " 4.06" " 0.05" -0.24 0.06
906 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/184915.txt "B0.5III     " 25817 1967 " 3.40" " 0.11" -0.16 0.12
907 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/184930.txt "B5III       " 14431 " 229" " 3.72" " 0.07" " 0.09" 0.07
908 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/185351.txt "G9IIIbCN... " " 5062" "  25" " 3.34" " 0.06" " 0.06" 0.05
909 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/185423.txt "B3III       " 19169 " 513" " 3.52" " 0.10" " 0.05" 0.06
910 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/185644.txt "K1III       " " 4623" "  22" " 2.66" " 0.07" " 0.03" 0.05
911 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/185657.txt "G6V         " " 4887" "  23" " 2.66" " 0.07" -0.16 0.05
912 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/185859.txt "B0.5Iae     " 27238 1708 " 3.36" " 0.09" -0.04 0.06
913 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/186307.txt "A6V         " " 7962" "  63" " 4.12" " 0.05" -0.20 0.07
914 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/186377.txt "A5III       " " 8677" "  70" " 2.71" " 0.06" -0.20 0.06
915 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/186408.txt "G1.5Vb      " " 5750" "  81" " 4.04" " 0.20" " 0.04" 0.13
916 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/186486.txt "G8III       " " 5077" "  26" " 2.72" " 0.07" " 0.02" 0.06
917 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/186619.txt "M0III       " " 3829" "   8" " 1.65" " 0.10" " 0.00" 0.04
918 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/186648.txt "K0III       " " 4775" "  25" " 2.58" " 0.08" -0.07 0.06
919 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/186675.txt "G7III       " " 5042" "  26" " 2.64" " 0.07" -0.03 0.06
920 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/187013.txt "F7V         " " 6336" "  28" " 4.11" " 0.04" -0.08 0.04
921 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/187111.txt "G8wvar...   " " 4453" "  24" " 1.03" " 0.09" -1.69 0.07
922 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/187340.txt "A2III       " " 8579" "  76" " 3.25" " 0.09" -0.05 0.06
923 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/187428.txt "F8Ib-II     " " 5904" "  57" " 2.13" " 0.14" " 0.05" 0.12
924 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/187459.txt "B0.5Ibe...  " 26556 1934 " 3.30" " 0.10" -0.02 0.09
125 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/18768.txt "F8          " " 5805" "  46" " 3.89" " 0.09" -0.54 0.08
925 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/187691.txt "F8V         " " 6069" "  30" " 4.12" " 0.05" " 0.10" 0.04
126 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/18778.txt "A7III-IV    " " 7763" "  68" " 3.89" " 0.06" " 0.06" 0.06
926 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/187796.txt "S...        " " 3148" "  36" " 0.49" " 0.64" -1.00 0.0
927 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/187811.txt "B2.5Ve      " 18859 " 772" " 3.36" " 0.14" -0.01 0.1
928 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/187929.txt "F6Iab:      " " 6169" "  43" " 1.43" " 0.08" " 0.13" 0.08
929 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/187961.txt "B7V         " 11710 " 315" " 2.37" " 0.08" -0.11 0.17
930 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/187983.txt "A1Ia        " 10092 " 123" " 1.66" " 0.04" " 0.19" 0.09
931 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/188001.txt "O8e         " 36490 1025 " 3.21" " 0.05" -0.11 0.08
932 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/188119.txt "G8III       " " 4939" "  28" " 2.43" " 0.08" -0.48 0.07
933 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/188209.txt "O9.5Ib      " 31910 1374 " 3.36" " 0.08" " 0.00" 0.06
934 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/188260.txt "B9.5III     " 10363 " 166" " 4.01" " 0.06" -0.11 0.08
935 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/188310.txt "G9IIIb      " " 4703" "  23" " 2.54" " 0.08" -0.24 0.05
936 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/188350.txt "A0III       " 10115 " 158" " 3.88" " 0.08" -0.23 0.1
937 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/188485.txt "A0III       " 10124 " 186" " 3.93" " 0.08" -0.28 0.11
938 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/188728.txt "A1IV        " " 9177" " 176" " 3.67" " 0.16" " 0.01" 0.11
939 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/188947.txt "K0III       " " 4863" "  24" " 2.71" " 0.07" " 0.04" 0.05
940 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/189319.txt "M0III       " " 3913" "   9" " 1.63" " 0.10" " 0.13" 0.03
941 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/189558.txt "G0/G1V      " " 5702" "  37" " 3.87" " 0.08" -1.08 0.08
942 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/189944.txt "B4V         " 15639 " 305" " 3.69" " 0.07" " 0.03" 0.06
943 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/190004.txt "F2III       " " 6944" "  46" " 3.80" " 0.06" " 0.27" 0.05
944 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/190172.txt "F4III       " " 7032" "  42" " 4.04" " 0.05" " 0.05" 0.05
945 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/190390.txt "F1III       " " 6786" "  71" " 3.93" " 0.08" -0.63 0.11
946 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/190608.txt "K2III       " " 4722" "  22" " 2.96" " 0.07" " 0.00" 0.05
947 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/190993.txt "B3V         " 17316 " 407" " 3.85" " 0.10" -0.14 0.09
948 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/191026.txt "K0IV        " " 5186" "  26" " 3.84" " 0.06" " 0.05" 0.05
949 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/191046.txt "K0III       " " 4468" "  24" " 1.79" " 0.10" -0.67 0.07
950 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/191243.txt "B5Ib        " 16697 " 547" " 2.86" " 0.09" -0.02 0.08
951 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/191277.txt "K3III       " " 4444" "  21" " 2.85" " 0.08" " 0.15" 0.05
952 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/191372.txt "M3IIIa      " " 3566" "   6" " 1.02" " 0.12" -0.02 0.04
953 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/191610.txt "B2.5Ve      " 19332 1371 " 3.25" " 0.20" -0.09 0.17
954 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/191615.txt "G8IV        " " 4764" "  24" " 2.54" " 0.08" -0.35 0.06
955 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/191639.txt "B1V         " 20368 1297 " 2.82" " 0.10" -0.39 0.19
9 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/1918.txt "G9III       " " 4896" "  33" " 2.47" " 0.10" -0.42 0.08
956 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/192276.txt "B7V         " 12601 " 249" " 4.08" " 0.08" " 0.14" 0.1
957 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/192425.txt "A2V         " " 8804" "  95" " 4.07" " 0.07" -0.48 0.1
958 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/192685.txt "B3V         " 18754 " 735" " 3.49" " 0.15" -0.10 0.12
959 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/192944.txt "G8III       " " 5045" "  27" " 2.55" " 0.07" -0.05 0.06
960 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/193322.txt "O9V         " 35940 1068 " 3.85" " 0.08" " 0.06" 0.07
961 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/193432.txt "B9IV        " 10069 " 165" " 3.82" " 0.08" -0.15 0.08
962 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/193536.txt "B2V         " 19796 " 787" " 3.72" " 0.15" " 0.02" 0.1
963 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/193621.txt "A0III       " " 9587" " 336" " 2.94" " 0.14" -0.52 0.29
964 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/194013.txt "G8III-IV    " " 4958" "  27" " 2.72" " 0.07" -0.06 0.06
965 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/194093.txt "F8Iab:      " " 6360" "  16" " 0.91" " 0.02" " 0.18" 0.02
127 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/19476.txt "K0III       " " 4978" "  25" " 2.97" " 0.06" " 0.14" 0.05
966 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/194960.txt "K0III       " " 4797" "  77" " 2.58" " 0.24" -0.15 0.18
128 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/19510.txt "F0.5        " " 6108" "  55" " 3.91" " 0.09" -2.13 0.13
967 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/195135.txt "K2III       " " 4604" "  24" " 2.67" " 0.08" " 0.16" 0.05
968 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/195324.txt "A1Ib        " " 9997" " 121" " 1.89" " 0.04" -0.06 0.09
969 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/195506.txt "K2III       " " 4418" "  20" " 2.57" " 0.09" -0.32 0.05
970 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/195633.txt "G0Vw        " " 6102" "  40" " 4.10" " 0.07" -0.55 0.07
971 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/195725.txt "A7III       " " 7702" "  62" " 3.66" " 0.07" " 0.27" 0.06
972 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/195810.txt "B6III       " 14355 " 321" " 3.71" " 0.09" " 0.08" 0.1
973 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/196504.txt "B9V         " 10791 " 244" " 3.89" " 0.14" -0.27 0.15
129 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/19656.txt "K0III       " " 4684" "  21" " 2.33" " 0.07" -0.05 0.05
974 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/196610.txt "M6III       " " 3100" "  14" " 0.39" " 0.29" -1.00 0.0
10 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/1967.txt "Se...       " " 3630" "  41" " 0.38" " 0.52" -1.00 0.0
975 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/196740.txt "B5IV        " 15427 " 282" " 3.77" " 0.14" " 0.02" 0.11
976 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/196758.txt "K1III       " " 4804" "  27" " 2.63" " 0.08" " 0.06" 0.06
977 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/196777.txt "M1III       " " 3629" "   7" " 1.12" " 0.14" -0.08 0.05
978 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/196787.txt "G9III       " " 4949" "  29" " 2.51" " 0.08" " 0.05" 0.07
979 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/196867.txt "B9IV        " 10705 " 173" " 4.05" " 0.06" -0.06 0.1
980 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/197812.txt "M5Iab:      " " 3119" "  13" " 0.32" " 0.24" -1.00 0.0
130 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/19787.txt "K2III       " " 4869" "  24" " 2.79" " 0.07" " 0.10" 0.05
981 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/197912.txt "G9.5III     " " 4774" "  25" " 2.46" " 0.08" -0.11 0.06
982 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/197939.txt "M3III       " " 3438" "   7" " 0.77" " 0.14" -0.05 0.05
983 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/197964.txt "K1IV        " " 4762" "  22" " 2.96" " 0.07" " 0.09" 0.05
984 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/198001.txt "A1V         " " 9320" " 131" " 3.81" " 0.08" -0.31 0.09
985 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/198084.txt "F8IV-V      " " 6091" "  32" " 3.96" " 0.06" " 0.11" 0.04
986 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/198149.txt "K0IV        " " 4962" "  34" " 3.12" " 0.10" -0.28 0.08
987 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/198183.txt "B5Ve        " 15629 " 315" " 3.81" " 0.10" -0.05 0.09
988 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/198345.txt "K5III       " " 4037" "  16" " 1.96" " 0.13" -0.07 0.06
