 Name SpType Teff e_Teff log(g) e_log(g) [Fe/H] e_[Fe/H]
16 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/2857.txt "A2          " " 7776" "    " " 3.19" "     " -1.70 
174 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/28978.txt "A2Vs        " " 8910" "  83" " 3.13" " 0.09" -0.26 0.08
175 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/29139.txt "K5III       " " 3863" "   8" " 1.73" " 0.10" -0.04 0.04
17 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/2952.txt "K0III       " " 4800" "  35" " 2.61" " 0.11" -0.09 0.08
176 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/29574.txt G8/K0IIIw... " 4306" "  34" " 0.58" " 0.12" -1.90 0.07
177 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/29613.txt "K0III       " " 4682" "  21" " 2.78" " 0.07" -0.24 0.05
178 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/29645.txt "G0V         " " 5989" "  32" " 4.03" " 0.06" " 0.11" 0.05
179 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/29763.txt "B3V         " 10073 " 198" " 2.60" " 0.07" -0.51 0.16
180 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/30562.txt "F8V         " " 5839" "  28" " 4.03" " 0.06" " 0.20" 0.04
181 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/30614.txt "O9.5Iae     " 32591 " 806" " 3.17" " 0.04" -0.10 0.05
182 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/30652.txt "F6V         " " 6419" "  29" " 4.20" " 0.04" -0.02 0.04
183 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/30739.txt "A1Vn        " " 9457" " 128" " 4.00" " 0.05" -0.20 0.1
184 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/30743.txt "F3/F5V      " " 6372" "  30" " 4.18" " 0.04" -0.41 0.04
185 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/30812.txt "K1III       " " 4746" "  26" " 2.58" " 0.08" -0.08 0.06
186 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/30814.txt "K0III       " " 4926" "  24" " 2.75" " 0.07" " 0.03" 0.05
187 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/30834.txt "K3III       " " 4223" "  18" " 1.63" " 0.10" -0.27 0.05
188 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/31295.txt "A0V         " " 8817" "  54" " 4.20" " 0.05" -0.82 0.1
189 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/31421.txt "K2IIIb      " " 4498" "  20" " 2.36" " 0.08" -0.25 0.05
190 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/31996.txt "CIIe...     " " 3995" " 175" " 5.38" " 0.55" -2.25 0.72
191 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/32147.txt "K3V         " " 4617" "  21" " 4.53" " 0.05" " 0.17" 0.04
192 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/32356.txt "K5II        " " 4111" "  13" " 2.06" " 0.10" -0.30 0.05
18 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/3268.txt "F7V         " " 6225" "  44" " 4.11" " 0.07" -0.16 0.06
193 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/32736.txt "CII...      " " 4152" " 197" " 2.18" " 1.61" -1.52 0.9
194 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/32923.txt "G4V         " " 5674" "  27" " 4.00" " 0.06" -0.22 0.05
195 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/33111.txt "A3III       " " 8002" "  99" " 3.78" " 0.12" -0.20 0.12
196 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/33256.txt "F2V         " " 6406" "  35" " 4.13" " 0.05" -0.28 0.05
197 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/33276.txt "F2IV        " " 7188" "  36" " 3.75" " 0.05" " 0.21" 0.04
19 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/3360.txt "B2IV        " 21652 " 505" " 3.87" " 0.05" -0.08 0.03
198 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/33608.txt "F5V         " " 6428" "  34" " 4.08" " 0.05" " 0.18" 0.04
199 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/33751.txt "K0          " " 4936" "  33" " 2.85" " 0.09" " 0.12" 0.07
1125 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/338529.txt "B5          " " 6174" "  32" " 3.93" " 0.05" -2.15 0.08
200 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/33904.txt "B9IV:...    " 12088 " 160" " 4.06" " 0.06" " 0.28" 0.07
201 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/33959.txt "A9IV...     " " 7500" "  52" " 3.86" " 0.05" -0.02 0.05
202 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/34255.txt "K4Iab:      " " 4196" "  18" " 1.14" " 0.09" -0.01 0.05
203 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/34334.txt "K2.5IIIb    " " 4214" "  19" " 2.15" " 0.11" -0.43 0.07
204 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/34411.txt "G1.5IV-V    " " 5874" "  27" " 4.21" " 0.05" " 0.08" 0.04
20 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/3454.txt "F5          " " 6186" "  64" " 4.30" " 0.09" -0.56 0.11
205 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/34578.txt "A5II        " " 8570" "  59" " 2.11" " 0.04" -0.19 0.05
206 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/34797.txt "B8/B9IV:    " 12580 " 172" " 4.14" " 0.07" " 0.62" 0.08
207 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/34816.txt "B0.5IV      " 29190 " 960" " 3.91" " 0.07" -0.06 0.05
208 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/35296.txt "F8V         " " 6162" "  27" " 4.32" " 0.04" -0.02 0.04
209 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/35369.txt "G8III       " " 4941" "  24" " 2.55" " 0.07" -0.23 0.06
210 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/35410.txt "G9III-IV    " " 4886" "  29" " 2.84" " 0.08" -0.32 0.06
21 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/3546.txt "G8III       " " 4979" "  43" " 2.46" " 0.12" -0.64 0.11
211 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/35468.txt "B2III       " 22339 " 602" " 3.84" " 0.05" -0.07 0.04
212 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/35497.txt "B7III       " 14226 " 196" " 3.57" " 0.07" " 0.20" 0.07
213 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/35620.txt "K3IIICN+... " " 4206" "  17" " 1.97" " 0.10" " 0.15" 0.05
1 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/358.txt "B8IVmnp...  " 12307 " 180" " 4.14" " 0.07" " 0.38" 0.09
214 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/36130.txt "G0          " " 5925" "  37" " 4.21" " 0.07" " 0.10" 0.05
215 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/36389.txt "M2Iab:      " " 3716" "  11" " 0.11" " 0.09" " 0.16" 0.05
216 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/36673.txt "F0Ib        " " 7603" "  24" " 2.05" " 0.03" " 0.08" 0.03
217 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/36861.txt "O8III       " 37689 " 963" " 3.90" " 0.06" " 0.03" 0.04
218 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/37043.txt "O9III       " 35006 " 969" " 3.67" " 0.07" " 0.05" 0.06
219 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/37088.txt "G0          " " 5790" "  35" " 4.26" " 0.07" " 0.13" 0.05
220 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/37160.txt "K0IIIb      " " 4815" "  23" " 2.77" " 0.08" -0.57 0.05
221 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/37216.txt "G5          " " 5468" "  29" " 4.63" " 0.05" " 0.03" 0.05
222 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/37269.txt "B9.5V+...   " " 6239" "  71" " 3.97" " 0.12" " 0.02" 0.09
223 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/37394.txt "K1V         " " 5328" "  27" " 4.67" " 0.05" " 0.21" 0.05
224 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/37828.txt "K0          " " 4442" "  29" " 1.14" " 0.11" -1.49 0.08
225 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/37984.txt "K1III       " " 4480" "  22" " 2.24" " 0.09" -0.45 0.05
226 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/37986.txt "G8/K0IV     " " 5502" "  38" " 4.28" " 0.08" " 0.33" 0.06
22 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/3817.txt "G8III       " " 5101" "  32" " 2.64" " 0.08" -0.15 0.07
227 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/38656.txt "G8III       " " 4953" "  25" " 2.60" " 0.07" -0.19 0.06
228 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/38674.txt "K2          " " 4069" "  18" " 1.85" " 0.15" -0.47 0.08
229 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/38899.txt "B9IV        " 10385 " 138" " 3.89" " 0.05" -0.16 0.07
230 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/39003.txt "G9.5III     " " 4678" "  20" " 2.36" " 0.06" -0.02 0.04
231 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/39118.txt "G8III+...   " " 4927" "  49" " 2.01" " 0.13" -0.12 0.12
232 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/39225.txt "M1.5II-III  " " 3653" "   9" " 1.35" " 0.17" -0.29 0.07
233 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/39283.txt "A2V         " " 8856" "  68" " 4.13" " 0.04" -0.36 0.06
234 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/39587.txt "G0V         " " 5942" "  26" " 4.43" " 0.05" -0.04 0.04
235 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/39801.txt "M1          " " 3626" "  10" " 0.13" " 0.10" " 0.09" 0.05
236 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/39833.txt "G0III       " " 5855" "  35" " 4.41" " 0.07" " 0.15" 0.05
237 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/39853.txt "K5III       " " 3872" "  10" " 1.61" " 0.12" -0.46 0.06
238 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/39866.txt "A2II        " " 9427" " 129" " 2.15" " 0.04" -0.34 0.1
2 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/400.txt "F8IV        " " 6215" "  45" " 4.18" " 0.07" -0.24 0.07
239 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/40035.txt "K0III       " " 4859" "  22" " 2.59" " 0.06" -0.07 0.05
240 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/40111.txt "B0.5II      " 25771 1684 " 3.27" " 0.08" -0.06 0.07
241 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/40136.txt "F1V         " " 6997" "  27" " 4.08" " 0.03" -0.05 0.03
242 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/40183.txt "A2IV+...    " " 8774" " 131" " 3.55" " 0.18" -0.11 0.13
243 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/40239.txt "M3II        " " 3388" "   6" " 0.55" " 0.10" " 0.03" 0.04
244 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/40460.txt "K1III       " " 4804" "  28" " 2.53" " 0.09" -0.25 0.07
245 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/40536.txt "A6m         " " 7836" " 120" " 3.69" " 0.15" " 0.38" 0.12
246 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/40801.txt "K0II        " " 4812" "  21" " 2.95" " 0.07" -0.25 0.05
247 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/41117.txt "B2Iaevar    " 23210 2321 " 2.85" " 0.12" -0.38 0.15
23 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/4128.txt "K0III       " " 4906" "  27" " 2.63" " 0.07" " 0.07" 0.06
248 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/41330.txt "G0V         " " 5873" "  27" " 4.18" " 0.05" -0.20 0.04
249 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/41597.txt "G8III       " " 4644" "  22" " 2.08" " 0.08" -0.51 0.06
250 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/41636.txt "G9III       " " 4714" "  23" " 2.55" " 0.08" -0.28 0.05
251 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/41640.txt "F5          " " 6093" "  30" " 4.28" " 0.05" -0.58 0.05
252 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/41692.txt "B5IV        " 16566 " 286" " 3.64" " 0.06" " 0.08" 0.05
3 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/417.txt "K0III       " " 4858" "  33" " 2.45" " 0.10" -0.30 0.08
24 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/4188.txt "K0III       " " 4859" "  24" " 2.66" " 0.07" -0.04 0.05
253 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/42475.txt "M1Iab:      " " 3874" "  18" " 0.12" " 0.10" " 0.18" 0.06
254 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/42543.txt "M1Ia-ab     " " 3666" "  12" " 0.20" " 0.12" " 0.14" 0.06
255 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/43039.txt "G8.5IIIb    " " 4783" "  26" " 2.44" " 0.08" -0.31 0.06
256 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/43042.txt "F6V         " " 6459" "  29" " 4.16" " 0.04" " 0.01" 0.04
25 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/4306.txt "G0          " " 4915" "  73" " 2.01" " 0.22" -2.55 0.15
26 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/4307.txt "G2V         " " 5803" "  32" " 4.01" " 0.06" -0.26 0.05
257 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/43232.txt "K1.5III     " " 4375" "  20" " 1.61" " 0.08" -0.15 0.05
258 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/43247.txt "B9II-III    " 12600 " 324" " 2.95" " 0.11" -0.02 0.16
259 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/43318.txt "F6V         " " 6252" "  30" " 3.99" " 0.05" -0.13 0.04
260 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/43380.txt "K2III       " " 4557" "  22" " 2.57" " 0.08" -0.01 0.05
261 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/43384.txt "B3Ib        " 19771 " 779" " 2.87" " 0.07" -0.14 0.07
262 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/43827.txt "K1III       " " 4400" "  20" " 2.03" " 0.08" -0.09 0.05
263 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/43947.txt "F8V         " " 5982" "  27" " 4.29" " 0.05" -0.30 0.04
27 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/4395.txt "G5          " " 5448" "  51" " 3.39" " 0.12" -0.28 0.1
264 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/44007.txt "G5IV:w...   " " 4971" "  33" " 2.28" " 0.11" -1.57 0.08
265 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/44033.txt "K3Iab:      " " 3796" "   7" " 1.57" " 0.10" " 0.01" 0.04
266 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/44478.txt "M3III       " " 3460" "   5" " 0.82" " 0.09" -0.03 0.03
267 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/44537.txt "M0Iab:      " " 3984" "  21" " 0.31" " 0.10" " 0.20" 0.06
268 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/44769.txt "A5IV        " " 7717" "  47" " 3.84" " 0.05" -0.11 0.06
269 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/44951.txt "K3III       " " 4384" "  19" " 2.14" " 0.09" -0.30 0.05
28 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/4502.txt "K1IIe       " " 4632" "  43" " 2.31" " 0.15" -0.15 0.1
270 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/45282.txt "G0          " " 5232" "  30" " 3.03" " 0.09" -1.50 0.06
271 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/45410.txt "K0III-IV    " " 4964" "  25" " 3.17" " 0.07" -0.18 0.05
272 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/45412.txt "F8Ibvar     " " 5987" "  30" " 1.88" " 0.07" " 0.13" 0.06
273 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/45674.txt "F0          " " 7630" "  75" " 2.05" " 0.08" " 0.16" 0.07
29 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/4614.txt "G0V         " " 5928" "  29" " 4.33" " 0.05" -0.28 0.05
274 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/46184.txt "K1III       " " 4375" "  21" " 2.25" " 0.09" " 0.06" 0.05
275 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/46317.txt "F5          " " 6307" "  33" " 4.21" " 0.05" -0.24 0.05
276 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/46480.txt "G8IV-V      " " 4917" "  27" " 3.13" " 0.08" -0.53 0.06
277 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/46588.txt "F8V         " " 6162" "  38" " 4.25" " 0.06" -0.13 0.05
278 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/46687.txt "CII...      " " 3843" " 105" " 1.39" " 1.18" -0.15 0.46
279 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/46703.txt "F7IVw       " " 6654" "  60" " 4.09" " 0.06" -0.85 0.11
280 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/47105.txt "A0IV        " " 9231" " 124" " 3.21" " 0.08" -0.28 0.09
281 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/47205.txt "K1III+...   " " 4766" "  22" " 3.20" " 0.06" " 0.18" 0.04
30 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/4727.txt "B5V+...     " 15989 " 302" " 3.80" " 0.07" -0.05 0.07
31 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/4744.txt "G8IV        " " 4643" "  22" " 2.46" " 0.08" -0.66 0.05
282 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/47731.txt "G5Ib        " " 5151" "  26" " 1.32" " 0.04" -0.06 0.06
283 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/47839.txt "O7Ve        " 40175 " 914" " 3.93" " 0.05" " 0.04" 0.04
32 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/4813.txt "F7IV-V      " " 6197" "  33" " 4.29" " 0.05" -0.13 0.05
33 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/4817.txt "K3Iab:      " " 4062" "  20" " 0.71" " 0.12" " 0.14" 0.06
284 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/48329.txt "G8Ib        " " 4662" "  36" " 0.88" " 0.05" " 0.15" 0.07
285 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/48432.txt "K0III       " " 4901" "  23" " 2.84" " 0.07" -0.16 0.05
286 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/48433.txt "K1III       " " 4531" "  20" " 2.13" " 0.07" -0.17 0.05
287 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/48682.txt "G0V         " " 6051" "  30" " 4.22" " 0.05" " 0.07" 0.04
288 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/48737.txt "F5IV        " " 6544" "  29" " 3.91" " 0.04" " 0.15" 0.03
289 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/48781.txt "K1III       " " 4691" "  21" " 2.31" " 0.07" -0.07 0.05
290 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/49178.txt "G0          " " 5727" "  32" " 4.40" " 0.06" " 0.07" 0.05
291 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/49368.txt "S...        " " 3562" "  14" " 0.57" " 0.19" -0.05 0.08
292 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/49520.txt "K3III       " " 4406" "  23" " 2.21" " 0.10" " 0.01" 0.06
34 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/4963.txt "K1III       " " 4661" "  22" " 2.32" " 0.08" -0.51 0.05
293 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/49732.txt "F8          " " 6361" "  38" " 4.21" " 0.05" -0.62 0.06
35 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/5007.txt "K1III       " " 4546" "  23" " 2.64" " 0.09" " 0.04" 0.05
36 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/5015.txt "F8V         " " 6070" "  32" " 4.06" " 0.06" " 0.04" 0.04
294 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/50420.txt "A9III       " " 7275" "  36" " 3.70" " 0.04" " 0.12" 0.04
295 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/50692.txt "G0V         " " 5887" "  29" " 4.29" " 0.05" -0.20 0.05
296 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/51309.txt "B3Ib/II     " 19990 " 714" " 3.09" " 0.08" -0.04 0.05
297 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/51440.txt "K2III       " " 4325" "  21" " 1.85" " 0.11" -0.56 0.07
298 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/51530.txt "F7V         " " 6094" "  35" " 3.96" " 0.06" -0.38 0.05
37 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/5234.txt "K2III       " " 4457" "  24" " 2.18" " 0.10" -0.08 0.06
299 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/52711.txt "G4V         " " 5898" "  31" " 4.34" " 0.06" -0.13 0.05
38 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/5286.txt "K1IV        " " 4844" "  29" " 3.47" " 0.07" " 0.15" 0.06
39 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/5394.txt "B0IVe       " 33939 1090 " 3.38" " 0.06" " 0.02" 0.04
40 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/5395.txt "G8IIIb      " " 4890" "  26" " 2.51" " 0.08" -0.41 0.06
300 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/54322.txt "G5          " " 5841" "  33" " 4.44" " 0.06" " 0.13" 0.05
301 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/54662.txt "O7III       " 42421 1052 " 4.04" " 0.05" " 0.00" 0.05
302 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/54717.txt "F5          " " 6442" "  34" " 4.25" " 0.04" -0.42 0.05
303 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/54719.txt "K2III       " " 4441" "  19" " 2.17" " 0.08" " 0.16" 0.04
304 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/54810.txt "K0III       " " 4758" "  30" " 2.63" " 0.10" -0.31 0.07
41 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/5516.txt "G8III       " " 5039" "  30" " 2.88" " 0.08" " 0.05" 0.06
305 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/55280.txt "K2III       " " 4692" "  23" " 2.82" " 0.07" " 0.05" 0.05
306 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/55575.txt "G0V         " " 5868" "  26" " 4.25" " 0.05" -0.37 0.04
307 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/56986.txt "F0IV        " " 7024" "  33" " 4.04" " 0.04" -0.17 0.05
308 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/57264.txt "G8III       " " 4627" "  20" " 2.46" " 0.07" -0.38 0.05
42 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/5750.txt "F5          " " 6330" "  47" " 4.21" " 0.06" -0.42 0.07
309 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/57651.txt "K5          " " 3418" "   6" " 0.85" " 0.12" -0.07 0.05
310 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/57669.txt "K0IIIa      " " 4658" "  25" " 1.88" " 0.07" " 0.13" 0.05
311 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/57727.txt "G8III       " " 5067" "  24" " 3.00" " 0.06" -0.09 0.05
312 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/58207.txt "G9IIIb      " " 4831" "  22" " 2.58" " 0.06" -0.11 0.05
313 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/58343.txt "B2Vne       " 18173 " 590" " 3.66" " 0.09" " 0.01" 0.06
43 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/5848.txt "K2II-III    " " 4500" "  27" " 2.28" " 0.10" " 0.12" 0.06
314 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/58526.txt "G3Ib        " " 5515" "  29" " 1.19" " 0.05" " 0.00" 0.06
315 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/58551.txt "F6V         " " 6220" "  28" " 4.23" " 0.04" -0.50 0.04
316 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/58855.txt "F6V         " " 6310" "  36" " 4.18" " 0.05" -0.29 0.05
317 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/58946.txt "F0V         " " 6991" "  29" " 4.11" " 0.03" -0.25 0.04
44 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/5916.txt "G8III-IV    " " 5015" "  40" " 2.48" " 0.11" -0.71 0.1
318 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/59380.txt "F8V         " " 6326" "  36" " 4.22" " 0.05" -0.15 0.05
319 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/59881.txt "F0III       " " 7538" "  42" " 3.57" " 0.05" " 0.16" 0.04
320 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/59984.txt "F5V         " " 5934" "  44" " 4.01" " 0.08" -0.72 0.08
321 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/60179.txt "A1V         " " 9340" " 146" " 3.79" " 0.08" -0.06 0.07
322 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/61064.txt "F6III       " " 6625" "  40" " 3.64" " 0.06" " 0.26" 0.04
323 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/61295.txt "F6II        " " 7079" "  45" " 3.66" " 0.06" " 0.32" 0.05
45 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/6186.txt "G9III       " " 4878" "  33" " 2.43" " 0.10" -0.35 0.08
324 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/61935.txt "G9III       " " 4841" "  29" " 2.61" " 0.08" -0.04 0.06
46 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/6203.txt "K0III       " " 4570" "  24" " 2.31" " 0.09" -0.34 0.06
325 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/62301.txt "F8V         " " 5940" "  29" " 4.16" " 0.05" -0.65 0.05
